month,borough,communitydistrict,refusetonscollected,papertonscollected,mgptonscollected,refuse_lag1,paper_lag1,mgp_lag1,refuse_lag12,population_2010,recycling_ratio,high_recycling
2024-03,Bronx,1,3241.3,212.3,126.5,2867.9,191.3,113.0,3137.2,91497,0.09463422809418731,0
2024-04,Bronx,1,3189.0,219.7,146.1,3241.3,212.3,126.5,2804.4,91497,0.10290311691234386,0
2024-05,Bronx,1,3463.4,209.0,126.4,3189.0,219.7,146.1,3294.8,91497,0.08829103927556069,0
2024-06,Bronx,1,3323.2,222.7,127.3,3463.4,209.0,126.4,3307.2,91497,0.09528476532723511,0
2024-07,Bronx,1,3318.7,249.6,160.3,3323.2,222.7,127.3,3062.8,91497,0.10993402349407284,0
2024-08,Bronx,1,3266.9,245.4,135.1,3318.7,249.6,160.3,3093.3,91497,0.10432088611065417,0
2024-09,Bronx,1,3293.4,252.8,131.5,3266.9,245.4,135.1,3280.4,91497,0.10449465698670364,0
2024-10,Bronx,1,3398.3,228.9,134.0,3293.4,252.8,131.5,3351.4,91497,0.09648516430926299,0
2024-11,Bronx,1,3250.1,225.9,127.1,3398.3,228.9,134.0,3280.4,91497,0.0979711914740085,0
2024-12,Bronx,1,3458.6,287.3,161.2,3250.1,225.9,127.1,3283.1,91497,0.11479102147372731,0
2025-01,Bronx,1,3201.6,234.7,128.1,3458.6,287.3,161.2,3337.2,91497,0.10178431152508136,0
2025-02,Bronx,1,2872.5,207.8,118.2,3201.6,234.7,128.1,2867.9,91497,0.10192277630139128,0
2025-03,Bronx,1,3348.8,245.7,133.4,2872.5,207.8,118.2,3241.3,91497,0.10169264197000993,0
2025-04,Bronx,1,3232.7,236.7,147.0,3348.8,245.7,133.4,3189.0,91497,0.10609998893927663,0
2025-05,Bronx,1,3433.3,252.9,137.4,3232.7,236.7,147.0,3463.4,91497,0.10207657704780834,0
2025-06,Bronx,1,3504.9,248.8,139.4,3433.3,252.9,137.4,3323.2,91497,0.09971488017261308,0
2025-07,Bronx,1,3264.7,228.7,145.9,3504.9,248.8,139.4,3318.7,91497,0.10293188250487732,0
2025-08,Bronx,1,3125.1,213.4,138.8,3264.7,228.7,145.9,3266.9,91497,0.10128548011388147,0
2025-09,Bronx,1,3372.2,264.8,141.4,3125.1,213.4,138.8,3293.4,91497,0.10750582257040019,0
2025-10,Bronx,1,3352.0,235.0,124.8,3372.2,264.8,141.4,3398.3,91497,0.09693410205291234,0
2022-01,Bronx,2,7412.7,217.1,207.1,7412.7,217.1,207.1,3518.18125,52246,0.054128545725988596,0
2022-02,Bronx,2,7236.4,262.7,215.9,7412.7,217.1,207.1,3166.3916666666664,52246,0.062034996759559306,0
2022-03,Bronx,2,8226.1,246.8,232.6,7236.4,262.7,215.9,3606.6229166666667,52246,0.0550686347711217,0
2022-04,Bronx,2,7859.0,273.9,219.8,8226.1,246.8,232.6,3522.277083333333,52246,0.05910663617752343,0
2022-05,Bronx,2,8047.8,242.6,227.7,7859.0,273.9,219.8,3792.5479166666664,52246,0.055211843016635155,0
2022-06,Bronx,2,8487.5,272.9,239.5,8047.8,242.6,227.7,3732.6062500000003,52246,0.056933965932954814,0
2022-07,Bronx,2,7797.6,211.4,213.6,8487.5,272.9,239.5,3750.3312499999997,52246,0.05168681438960912,0
2022-08,Bronx,2,8204.2,217.0,205.5,7797.6,211.4,213.6,3706.53125,52246,0.0489758540345671,0
2022-09,Bronx,2,7717.2,242.6,222.7,8204.2,217.0,205.5,3635.3375,52246,0.056865261228230976,0
2022-10,Bronx,2,7908.7,203.1,191.8,7717.2,242.6,222.7,3697.9395833333333,52246,0.04755768582301652,0
2022-11,Bronx,2,8114.6,203.3,171.4,7908.7,203.1,191.8,3676.0611111111116,52246,0.04413791478684933,0
2022-12,Bronx,2,8309.3,273.2,275.4,8114.6,203.3,171.4,3717.6611111111106,52246,0.06193341536933132,0
2023-01,Bronx,2,7911.7,214.7,219.2,8309.3,273.2,275.4,7412.7,52246,0.051991468558282204,0
2023-02,Bronx,2,6624.6,181.8,191.7,7911.7,214.7,219.2,7236.4,52246,0.053371629442277184,0
2023-03,Bronx,2,7900.2,247.0,227.0,6624.6,181.8,191.7,8226.1,52246,0.056602421723866155,0
2023-04,Bronx,2,7258.9,171.7,192.8,7900.2,247.0,227.0,7859.0,52246,0.04781331164572238,0
2023-05,Bronx,2,8273.8,200.1,197.7,7258.9,171.7,192.8,8047.8,52246,0.045873887171917524,0
2023-06,Bronx,2,7872.4,212.1,225.9,8273.8,200.1,197.7,8487.5,52246,0.05270504428186369,0
2023-07,Bronx,2,7877.8,209.5,210.8,7872.4,212.1,225.9,7797.6,52246,0.05065014882925007,0
2023-08,Bronx,2,8192.4,242.6,229.4,7877.8,209.5,210.8,8204.2,52246,0.05447578597479341,0
2023-09,Bronx,2,8090.7,234.8,228.0,8192.4,242.6,229.4,7717.2,52246,0.054106506108610515,0
2023-10,Bronx,2,8056.7,244.4,203.0,8090.7,234.8,228.0,7908.7,52246,0.052609917569172514,0
2023-11,Bronx,2,8113.4,228.9,212.6,8056.7,244.4,203.0,8114.6,52246,0.05160785047165952,0
2023-12,Bronx,2,8266.2,261.1,227.3,8113.4,228.9,212.6,8309.3,52246,0.05578781440614077,0
2024-01,Bronx,2,7871.6,238.8,214.1,8266.2,261.1,227.3,7911.7,52246,0.05440567001021082,0
2024-02,Bronx,2,7042.2,220.5,204.4,7871.6,238.8,214.1,6624.6,52246,0.05690294759679126,0
2024-03,Bronx,2,7888.6,237.0,224.4,7042.2,220.5,204.4,7900.2,52246,0.055257485029940115,0
2024-04,Bronx,2,7614.1,224.5,203.7,7888.6,237.0,224.4,7258.9,52246,0.05324347512527511,0
2024-05,Bronx,2,7901.2,241.3,234.6,7614.1,224.5,203.7,8273.8,52246,0.05680963579281612,0
2024-06,Bronx,2,7543.4,222.7,197.7,7901.2,241.3,234.6,7872.4,52246,0.05278886963509882,0
2024-07,Bronx,2,8206.0,204.3,203.8,7543.4,222.7,197.7,7877.8,52246,0.047375814072276846,0
2024-08,Bronx,2,8331.7,256.4,227.1,8206.0,204.3,203.8,8192.4,52246,0.05484844359742263,0
2024-09,Bronx,2,7452.1,186.2,192.7,8331.7,256.4,227.1,8090.7,52246,0.048384625207508615,0
2024-10,Bronx,2,8163.6,216.1,235.9,7452.1,186.2,192.7,8056.7,52246,0.052462974139932214,0
2024-11,Bronx,2,7838.0,190.3,174.7,8163.6,216.1,235.9,8113.4,52246,0.044495916128245765,0
2024-12,Bronx,2,8188.7,239.5,196.3,7838.0,190.3,174.7,8266.2,52246,0.05053046553423387,0
2025-01,Bronx,2,7754.2,230.0,197.0,8188.7,239.5,196.3,7871.6,52246,0.052192832347332914,0
2025-02,Bronx,2,6696.1,187.0,163.0,7754.2,230.0,197.0,7042.2,52246,0.04967286867912746,0
2025-03,Bronx,2,7875.2,216.4,188.0,6696.1,187.0,163.0,7888.6,52246,0.048842939272428616,0
2025-04,Bronx,2,7838.1,215.9,203.3,7875.2,216.4,188.0,7614.1,52246,0.05076719993218122,0
2025-05,Bronx,2,8300.8,222.6,228.5,7838.1,215.9,203.3,7901.2,52246,0.05154309349969721,0
2025-06,Bronx,2,7742.5,212.3,191.1,8300.8,222.6,228.5,7543.4,52246,0.04952184534551124,0
2025-07,Bronx,2,8194.7,244.0,233.3,7742.5,212.3,191.1,8206.0,52246,0.05503920664206642,0
2025-08,Bronx,2,7758.7,224.5,205.2,8194.7,244.0,233.3,8331.7,52246,0.052476674319769434,0
2025-09,Bronx,2,7903.8,224.7,210.8,7758.7,224.5,205.2,7452.1,52246,0.05222260861223364,0
2025-10,Bronx,2,7942.4,231.6,213.8,7903.8,224.7,210.8,8163.6,52246,0.053100932306445074,0
2022-01,Bronx,3,1984.9,122.1,155.3,1984.9,122.1,155.3,3518.18125,79762,0.1226185740175927,0
2022-02,Bronx,3,2040.3,114.7,142.0,1984.9,122.1,155.3,3166.3916666666664,79762,0.11175446234218546,0
2022-03,Bronx,3,2186.1,151.4,178.2,2040.3,114.7,142.0,3606.6229166666667,79762,0.13101721190921017,0
2022-04,Bronx,3,2044.9,121.3,143.7,2186.1,151.4,178.2,3522.277083333333,79762,0.11472358110740724,0
2022-05,Bronx,3,2033.3,128.7,155.1,2044.9,121.3,143.7,3792.5479166666664,79762,0.12248068706572869,0
2022-06,Bronx,3,2127.8,134.0,171.8,2033.3,128.7,155.1,3732.6062500000003,79762,0.12565746219592372,0
2022-07,Bronx,3,2042.1,119.1,150.4,2127.8,134.0,171.8,3750.3312499999997,79762,0.11658591451808271,0
2022-08,Bronx,3,2159.4,145.4,194.8,2042.1,119.1,150.4,3706.53125,79762,0.13610177628420547,0
2022-09,Bronx,3,2228.9,146.8,154.8,2159.4,145.4,194.8,3635.3375,79762,0.11918593163406442,0
2022-10,Bronx,3,2204.3,130.0,155.4,2228.9,146.8,154.8,3697.9395833333333,79762,0.11463228501425872,0
2022-11,Bronx,3,2311.0,159.5,184.6,2204.3,130.0,155.4,3676.0611111111116,79762,0.1295996384316975,0
2022-12,Bronx,3,2295.7,142.8,138.1,2311.0,159.5,184.6,3717.6611111111106,79762,0.1090196382830086,0
2023-01,Bronx,3,2291.6,144.1,162.2,2295.7,142.8,138.1,1984.9,79762,0.11790292159051542,0
2023-02,Bronx,3,1917.1,117.0,134.0,2291.6,144.1,162.2,2040.3,79762,0.11576956782436235,0
2023-03,Bronx,3,2181.8,161.6,162.9,1917.1,117.0,134.0,2186.1,79762,0.1294737262099509,0
2023-04,Bronx,3,1957.1,129.0,146.2,2181.8,161.6,162.9,2044.9,79762,0.12328092102315998,0
2023-05,Bronx,3,2251.7,163.7,185.4,1957.1,129.0,146.2,2033.3,79762,0.13422792986773302,0
2023-06,Bronx,3,2161.7,155.9,151.5,2251.7,163.7,185.4,2127.8,79762,0.12449880523267587,0
2023-07,Bronx,3,2107.6,121.6,147.9,2161.7,155.9,151.5,2042.1,79762,0.1133734382230449,0
2023-08,Bronx,3,2165.8,152.6,184.1,2107.6,121.6,147.9,2159.4,79762,0.13454545454545455,0
2023-09,Bronx,3,2221.0,156.2,154.8,2165.8,152.6,184.1,2228.9,79762,0.12282780410742496,0
2023-10,Bronx,3,2202.8,156.4,159.4,2221.0,156.2,154.8,2204.3,79762,0.1253871198284761,0
2023-11,Bronx,3,2175.5,166.5,166.8,2202.8,156.4,159.4,2311.0,79762,0.13285235969387754,0
2023-12,Bronx,3,2176.9,162.3,144.2,2175.5,166.5,166.8,2295.7,79762,0.12341950551663042,0
2024-01,Bronx,3,2252.6,175.4,174.5,2176.9,162.3,144.2,2291.6,79762,0.13444764649375598,0
2024-02,Bronx,3,1957.8,122.7,134.7,2252.6,175.4,174.5,1917.1,79762,0.11619718309859155,0
2024-03,Bronx,3,2138.2,149.4,144.3,1957.8,122.7,134.7,2181.8,79762,0.12076976849377034,0
2024-04,Bronx,3,2198.6,150.7,165.1,2138.2,149.4,144.3,1957.1,79762,0.12559656379255488,0
2024-05,Bronx,3,2272.4,159.3,169.8,2198.6,150.7,165.1,2251.7,79762,0.12650394003459545,0
2024-06,Bronx,3,2209.4,144.4,140.3,2272.4,159.3,169.8,2161.7,79762,0.11414939256645684,0
2024-07,Bronx,3,2325.2,164.6,177.3,2209.4,144.4,140.3,2107.6,79762,0.12819166885381125,0
2024-08,Bronx,3,2272.9,137.7,140.9,2325.2,164.6,177.3,2165.8,79762,0.10919067215363512,0
2024-09,Bronx,3,2164.5,137.9,132.1,2272.9,137.7,140.9,2221.0,79762,0.11090573012939002,0
2024-10,Bronx,3,2251.0,155.4,160.8,2164.5,137.9,132.1,2202.8,79762,0.12316921159239641,0
2024-11,Bronx,3,2141.1,133.0,127.7,2251.0,155.4,160.8,2175.5,79762,0.10854359230577068,0
2024-12,Bronx,3,2291.9,163.2,148.7,2141.1,133.0,127.7,2176.9,79762,0.11978646593440355,0
2025-01,Bronx,3,2172.5,164.3,169.3,2291.9,163.2,148.7,2252.6,79762,0.13311519891464826,0
2025-02,Bronx,3,1901.6,123.3,133.2,2172.5,164.3,169.3,1957.8,79762,0.11885454798202123,0
2025-03,Bronx,3,2243.5,145.4,139.2,1901.6,123.3,133.2,2138.2,79762,0.11257466081246788,0
2025-04,Bronx,3,2235.1,171.3,175.3,2243.5,145.4,139.2,2198.6,79762,0.134252624239842,0
2025-05,Bronx,3,2318.3,146.6,140.0,2235.1,171.3,175.3,2272.4,79762,0.11002341740565857,0
2025-06,Bronx,3,2407.3,139.4,137.8,2318.3,146.6,140.0,2209.4,79762,0.1032594524119948,0
2025-07,Bronx,3,2496.6,155.6,173.9,2407.3,139.4,137.8,2325.2,79762,0.11659176957644811,0
2025-08,Bronx,3,2293.5,121.1,133.9,2496.6,155.6,173.9,2272.9,79762,0.10005885815185403,0
2025-09,Bronx,3,2336.5,133.2,142.1,2293.5,121.1,133.9,2164.5,79762,0.10540623324910021,0
2025-10,Bronx,3,2348.6,140.1,147.5,2336.5,133.2,142.1,2251.0,79762,0.10909642667475913,0
2022-01,Bronx,4,3688.2,275.0,341.8,3688.2,275.0,341.8,3518.18125,146441,0.1432752613240418,0
2022-02,Bronx,4,3743.9,273.9,316.9,3688.2,275.0,341.8,3166.3916666666664,146441,0.13629547604217132,0
2022-03,Bronx,4,4107.0,310.1,358.7,3743.9,273.9,316.9,3606.6229166666667,146441,0.14003936513254323,0
2022-04,Bronx,4,3848.1,302.5,344.6,4107.0,310.1,358.7,3522.277083333333,146441,0.1439535504538174,0
2022-05,Bronx,4,3839.8,303.8,352.3,3848.1,302.5,344.6,3792.5479166666664,146441,0.14593296114237414,0
2022-06,Bronx,4,4136.9,311.4,347.9,3839.8,303.8,352.3,3732.6062500000003,146441,0.1374629915349652,0
2022-07,Bronx,4,3902.7,271.6,334.7,4136.9,311.4,347.9,3750.3312499999997,146441,0.13446440452428476,0
2022-08,Bronx,4,4058.0,276.8,362.0,3902.7,271.6,334.7,3706.53125,146441,0.13600749446431612,0
2022-09,Bronx,4,3876.3,272.3,332.6,4058.0,276.8,362.0,3635.3375,146441,0.13498616442024458,0
2022-10,Bronx,4,3899.9,266.2,335.3,3876.3,272.3,332.6,3697.9395833333333,146441,0.13362509441507087,0
2022-11,Bronx,4,4061.8,271.9,346.7,3899.9,266.2,335.3,3676.0611111111116,146441,0.1321681907529271,0
2022-12,Bronx,4,4011.8,293.0,326.3,4061.8,271.9,346.7,3717.6611111111106,146441,0.13372632851806265,0
2023-01,Bronx,4,3930.3,298.5,360.1,4011.8,293.0,326.3,3688.2,146441,0.14352023360718252,0
2023-02,Bronx,4,3284.7,214.3,286.4,3930.3,298.5,360.1,3743.9,146441,0.13227135837692186,0
2023-03,Bronx,4,3894.1,258.3,319.7,3284.7,214.3,286.4,4107.0,146441,0.1292457682073299,0
2023-04,Bronx,4,3573.5,229.5,303.2,3894.1,258.3,319.7,3848.1,146441,0.12973065121036484,0
2023-05,Bronx,4,4043.2,269.2,334.5,3573.5,229.5,303.2,3839.8,146441,0.12991456670038093,0
2023-06,Bronx,4,3906.5,287.2,322.4,4043.2,269.2,334.5,4136.9,146441,0.1349837248953743,0
2023-07,Bronx,4,4016.0,270.3,334.1,3906.5,287.2,322.4,3902.7,146441,0.13081118517877244,0
2023-08,Bronx,4,4017.2,251.6,326.6,4016.0,270.3,334.1,4058.0,146441,0.12582147364756063,0
2023-09,Bronx,4,3929.8,273.2,322.8,4017.2,251.6,326.6,3876.3,146441,0.13168942507402007,0
2023-10,Bronx,4,4025.0,272.1,344.8,3929.8,273.2,322.8,3899.9,146441,0.13289816669898105,0
2023-11,Bronx,4,4037.3,249.2,308.9,4025.0,272.1,344.8,4061.8,146441,0.12144753449101274,0
2023-12,Bronx,4,4033.7,297.1,325.8,4037.3,249.2,308.9,4011.8,146441,0.1337671262294378,0
2024-01,Bronx,4,4082.6,272.6,345.7,4033.7,297.1,325.8,3930.3,146441,0.13152800527558553,0
2024-02,Bronx,4,3595.1,217.5,268.5,4082.6,272.6,345.7,3284.7,146441,0.11908554066305653,0
2024-03,Bronx,4,3937.0,266.6,308.3,3595.1,217.5,268.5,3894.1,146441,0.12741860413573,0
2024-04,Bronx,4,4017.9,253.5,321.3,3937.0,266.6,308.3,3573.5,146441,0.1251551375008165,0
2024-05,Bronx,4,4192.6,249.4,314.2,4017.9,253.5,321.3,4043.2,146441,0.11849796055674697,0
2024-06,Bronx,4,3950.7,256.1,307.9,4192.6,249.4,314.2,3906.5,146441,0.12492524420227258,0
2024-07,Bronx,4,4265.0,253.9,340.5,3950.7,256.1,307.9,4016.0,146441,0.12231962793760547,0
2024-08,Bronx,4,4212.5,240.2,317.3,4265.0,253.9,340.5,4017.2,146441,0.11687631027253668,0
2024-09,Bronx,4,3881.1,248.0,305.1,4212.5,240.2,317.3,3929.8,146441,0.12473501420774886,0
2024-10,Bronx,4,4096.1,238.0,304.1,3881.1,248.0,305.1,4025.0,146441,0.11687723685912638,0
2024-11,Bronx,4,4032.9,241.1,301.2,4096.1,238.0,304.1,4037.3,146441,0.11853033747158594,0
2024-12,Bronx,4,4207.3,311.7,330.9,4032.9,241.1,301.2,4033.7,146441,0.1324975772696344,0
2025-01,Bronx,4,3956.8,250.5,292.8,4207.3,311.7,330.9,4082.6,146441,0.12073065042999043,0
2025-02,Bronx,4,3526.6,212.9,257.7,3956.8,250.5,292.8,3595.1,146441,0.11773241268888222,0
2025-03,Bronx,4,4102.8,258.5,300.0,3526.6,212.9,257.7,3937.0,146441,0.11981636024285071,0
2025-04,Bronx,4,4059.4,256.6,309.5,4102.8,258.5,300.0,4017.9,146441,0.12238676899794618,0
2025-05,Bronx,4,4235.6,262.0,305.9,4059.4,256.6,309.5,4192.6,146441,0.11822629332778183,0
2025-06,Bronx,4,4188.6,254.4,299.1,4235.6,262.0,305.9,3950.7,146441,0.1167204403112545,0
2025-07,Bronx,4,4282.9,237.4,315.8,4188.6,254.4,299.1,4265.0,146441,0.11438969417505844,0
2025-08,Bronx,4,3982.2,219.7,300.6,4282.9,237.4,315.8,4212.5,146441,0.11555802332037755,0
2025-09,Bronx,4,4169.3,249.8,307.2,3982.2,219.7,300.6,3881.1,146441,0.11785117322218225,0
2025-10,Bronx,4,4210.4,233.3,291.1,4169.3,249.8,307.2,4096.1,146441,0.11075441412520068,0
2022-01,Bronx,5,3166.8,223.1,330.2,3166.8,223.1,330.2,3518.18125,128200,0.14873256095266255,0
2022-02,Bronx,5,3223.1,231.4,310.9,3166.8,223.1,330.2,3166.3916666666664,128200,0.1440218834652361,0
2022-03,Bronx,5,3335.5,212.8,321.6,3223.1,231.4,310.9,3606.6229166666667,128200,0.13809142355099616,0
2022-04,Bronx,5,3221.6,201.9,315.5,3335.5,212.8,321.6,3522.277083333333,128200,0.13837924578764374,0
2022-05,Bronx,5,3213.4,201.8,307.3,3221.6,201.9,315.5,3792.5479166666664,128200,0.13676292813969107,0
2022-06,Bronx,5,3366.5,204.4,315.1,3213.4,201.8,307.3,3732.6062500000003,128200,0.13368502316006176,0
2022-07,Bronx,5,3292.6,212.4,328.5,3366.5,204.4,315.1,3750.3312499999997,128200,0.14109821312116863,0
2022-08,Bronx,5,3391.0,199.8,338.4,3292.6,212.4,328.5,3706.53125,128200,0.1369744477247277,0
2022-09,Bronx,5,3375.7,231.1,315.0,3391.0,199.8,338.4,3635.3375,128200,0.1392472844102198,0
2022-10,Bronx,5,3317.4,225.6,341.4,3375.7,231.1,315.0,3697.9395833333333,128200,0.1459684893419833,0
2022-11,Bronx,5,3420.1,230.4,344.2,3317.4,225.6,341.4,3676.0611111111116,128200,0.1438405887801337,0
2022-12,Bronx,5,3407.9,273.3,335.9,3420.1,230.4,344.2,3717.6611111111106,128200,0.15165168902939932,0
2023-01,Bronx,5,3319.3,243.2,363.4,3407.9,273.3,335.9,3166.8,128200,0.1545123411192338,0
2023-02,Bronx,5,2811.8,181.8,281.0,3319.3,243.2,363.4,3223.1,128200,0.1413302388077933,0
2023-03,Bronx,5,3295.6,228.7,324.9,2811.8,181.8,281.0,3335.5,128200,0.14382209290242126,0
2023-04,Bronx,5,3112.1,201.3,312.2,3295.6,228.7,324.9,3221.6,128200,0.14163172992056489,0
2023-05,Bronx,5,3447.9,222.8,337.2,3112.1,201.3,312.2,3213.4,128200,0.13972404501110308,0
2023-06,Bronx,5,3360.5,241.1,330.5,3447.9,222.8,337.2,3366.5,128200,0.1453676152691946,0
2023-07,Bronx,5,3373.0,211.3,334.1,3360.5,241.1,330.5,3292.6,128200,0.13918946508779095,0
2023-08,Bronx,5,3430.7,204.1,332.2,3373.0,211.3,334.1,3391.0,128200,0.13519032014116458,0
2023-09,Bronx,5,3398.2,226.7,333.5,3430.7,204.1,332.2,3375.7,128200,0.14152182700080843,0
2023-10,Bronx,5,3462.6,222.6,332.2,3398.2,226.7,333.5,3317.4,128200,0.1380992681834022,0
2023-11,Bronx,5,3427.7,209.5,323.9,3462.6,222.6,332.2,3420.1,128200,0.13465956426245235,0
2023-12,Bronx,5,3426.5,260.7,330.9,3427.7,209.5,323.9,3407.9,128200,0.1472337672034046,0
2024-01,Bronx,5,3448.1,241.8,341.1,3426.5,260.7,330.9,3319.3,128200,0.14460431654676262,0
2024-02,Bronx,5,3122.1,185.6,272.5,3448.1,241.8,341.1,2811.8,128200,0.12795374560080444,0
2024-03,Bronx,5,3378.3,237.3,312.4,3122.1,185.6,272.5,3295.6,128200,0.1399439918533605,0
2024-04,Bronx,5,3448.2,219.7,310.0,3378.3,237.3,312.4,3112.1,128200,0.13316071293898793,0
2024-05,Bronx,5,3599.4,223.4,310.6,3448.2,219.7,310.0,3447.9,128200,0.1291914646537959,0
2024-06,Bronx,5,3386.4,246.6,306.0,3599.4,223.4,310.6,3360.5,128200,0.1402894135567403,0
2024-07,Bronx,5,3614.4,216.3,335.8,3386.4,246.6,306.0,3373.0,128200,0.1325093003720149,0
2024-08,Bronx,5,3579.3,205.1,320.8,3614.4,216.3,335.8,3430.7,128200,0.12810581701256943,0
2024-09,Bronx,5,3332.9,207.6,300.0,3579.3,205.1,320.8,3398.2,128200,0.13217029032678038,0
2024-10,Bronx,5,3515.6,208.7,310.3,3332.9,207.6,300.0,3462.6,128200,0.12863728746344125,0
2024-11,Bronx,5,3429.1,217.9,313.3,3515.6,208.7,310.3,3427.7,128200,0.13413125268287757,0
2024-12,Bronx,5,3613.8,263.4,334.5,3429.1,217.9,313.3,3426.5,128200,0.1419616781822067,0
2025-01,Bronx,5,3325.5,214.8,316.1,3613.8,263.4,334.5,3448.1,128200,0.13766725443418734,0
2025-02,Bronx,5,2982.2,182.7,259.6,3325.5,214.8,316.1,3122.1,128200,0.12915754124689735,0
2025-03,Bronx,5,3487.9,233.2,312.8,2982.2,182.7,259.6,3378.3,128200,0.1353528843055108,0
2025-04,Bronx,5,3495.8,225.5,321.2,3487.9,233.2,312.8,3448.2,128200,0.13523809523809524,0
2025-05,Bronx,5,3639.6,234.9,313.8,3495.8,225.5,321.2,3599.4,128200,0.13100780746364873,0
2025-06,Bronx,5,3527.1,238.8,303.0,3639.6,234.9,313.8,3386.4,128200,0.13315638133156382,0
2025-07,Bronx,5,3694.0,236.3,329.9,3527.1,238.8,303.0,3614.4,128200,0.1329045584714333,0
2025-08,Bronx,5,3454.5,208.8,306.9,3694.0,236.3,329.9,3579.3,128200,0.12989270061961616,0
2025-09,Bronx,5,3542.0,232.4,312.8,3454.5,208.8,306.9,3332.9,128200,0.1333920532393815,0
2025-10,Bronx,5,3578.3,216.6,299.9,3542.0,232.4,312.8,3515.6,128200,0.12613558659763602,0
2022-01,Bronx,6,3039.1,208.7,207.5,3039.1,208.7,207.5,3518.18125,83268,0.120452637976442,0
2022-02,Bronx,6,3062.3,192.2,190.4,3039.1,208.7,207.5,3166.3916666666664,83268,0.1110627304130744,0
2022-03,Bronx,6,3492.3,251.1,246.9,3062.3,192.2,190.4,3606.6229166666667,83268,0.12480264641756258,0
2022-04,Bronx,6,3218.0,217.3,197.5,3492.3,251.1,246.9,3522.277083333333,83268,0.11418189826029508,0
2022-05,Bronx,6,3381.3,238.5,227.3,3218.0,217.3,197.5,3792.5479166666664,83268,0.12107821475916923,0
2022-06,Bronx,6,3526.2,296.0,252.8,3381.3,238.5,227.3,3732.6062500000003,83268,0.13467484662576687,0
2022-07,Bronx,6,3078.8,181.9,179.2,3526.2,296.0,252.8,3750.3312499999997,83268,0.10497398180179657,0
2022-08,Bronx,6,3138.9,197.1,221.7,3078.8,181.9,179.2,3706.53125,83268,0.11771650223458975,0
