"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2025 / 09","Queens","05","4432.9","581.7","642.3","346.4","112.9",,,,"4"
"2025 / 09","Queens","06","2655.6","358.2","355.9","197.8",,,,,"4"
"2025 / 09","Queens","07","8827.5","935.6","758.0","288.0","95.7",,,,"4"
"2025 / 09","Queens","08","3817.6","417.6","387.6","202.9",,,,,"4"
"2025 / 09","Queens","09","3931.2","449.0","502.6","263.3","104.8",,,,"4"
"2025 / 09","Queens","10","3646.1","343.0","529.5","161.8","79.5",,,,"4"
"2025 / 09","Queens","11","2716.9","417.9","430.6","357.3","83.2",,,,"4"
"2025 / 09","Queens","12","7040.4","477.1","912.2","434.5","75.7",,,,"4"
"2025 / 09","Queens","13","5235.9","445.5","821.6","234.8","69.6",,,,"4"
"2025 / 09","Queens","14","3755.3","265.5","227.4","102.4",,,,,"4"
"2025 / 09","Staten Island","01","5496.8","614.2","715.6","276.7",,,,"0.2","5"
"2025 / 09","Staten Island","02","4811.7","484.4","537.6","402.8","36.3",,,"8.4","5"
"2025 / 09","Staten Island","03","5314.2","638.8","662.4","425.0","34.0",,,,"5"
"2025 / 10","Bronx","01","3352.0","235.0","124.8","16.7","85.9",,,,"2"
"2025 / 10","Bronx","02","7942.4","231.6","213.8","20.4","100.7",,,,"2"
"2025 / 10","Bronx","03","2348.6","140.1","147.5","19.1",,,,,"2"
"2025 / 10","Bronx","04","4210.4","233.3","291.1","20.8","70.7",,,"0.3","2"
"2025 / 10","Bronx","05","3578.3","216.6","299.9","17.1","85.6",,,,"2"
"2025 / 10","Bronx","06","3281.8","197.0","177.0","16.2","61.9",,,"0.1","2"
"2025 / 10","Bronx","07","3868.0","289.8","423.2","58.7",,,,,"2"
"2025 / 10","Bronx","08","2363.3","300.7","335.8","136.9","49.8",,,,"2"
"2025 / 10","Bronx","09","3822.1","229.3","365.8","112.1","82.9",,,,"2"
"2025 / 10","Bronx","10","2553.1","286.2","335.4","158.4",,,,,"2"
"2025 / 10","Bronx","11","3176.1","282.5","308.7","154.2","103.7",,,,"2"
"2025 / 10","Bronx","12","3799.3","322.3","533.5","277.5",,,,,"2"
"2025 / 10","Brooklyn","01","5957.6","761.1","456.7","104.2","50.0",,,,"3"
"2025 / 10","Brooklyn","02","2939.8","594.1","393.1","159.0","62.3",,,,"3"
"2025 / 10","Brooklyn","03","4495.5","465.1","338.0","144.6","70.9",,,"13.9","3"
"2025 / 10","Brooklyn","04","4432.8","362.4","362.2","93.9","85.2",,,"1.0","3"
"2025 / 10","Brooklyn","05","4884.2","252.2","482.5","159.5",,,,,"3"
"2025 / 10","Brooklyn","06","2214.3","549.8","376.8","166.9","94.3",,,,"3"
"2025 / 10","Brooklyn","07","3286.4","390.0","348.2","123.5",,,,,"3"
"2025 / 10","Brooklyn","08","6490.8","325.4","276.8","92.1","60.4",,,"23.0","3"
"2025 / 10","Brooklyn","09","3038.3","296.6","274.7","89.1","45.6",,,,"3"
"2025 / 10","Brooklyn","10","3640.9","421.6","421.2","161.0",,,,,"3"
"2025 / 10","Brooklyn","11","7808.3","572.1","545.3","407.4","143.1",,,,"3"
"2025 / 10","Brooklyn","12","7260.8","704.7","381.0","101.1","103.2",,,,"3"
"2025 / 10","Brooklyn","13","2787.7","272.3","234.3","80.2",,,,,"3"
"2025 / 10","Brooklyn","14","4857.6","457.5","412.1","138.0","224.3",,,,"3"
"2025 / 10","Brooklyn","15","4739.7","516.6","515.6","216.9",,,,,"3"
"2025 / 10","Brooklyn","16","2934.9","118.8","164.4","53.6",,,,,"3"
"2025 / 10","Brooklyn","17","4445.1","315.4","429.9","158.6",,,,,"3"
"2025 / 10","Brooklyn","18","5287.7","528.8","613.1","198.9","96.0",,,,"3"
"2025 / 10","Manhattan","01","1649.7","400.9","255.8","30.5",,,,,"1"
"2025 / 10","Manhattan","02","2262.2","437.3","281.6","57.3","34.5",,,"5.5","1"
"2025 / 10","Manhattan","03","6087.7","482.5","356.4","61.5","43.3",,,,"1"
"2025 / 10","Manhattan","04","3401.1","709.8","355.4","74.2",,,,"7.4","1"
"2025 / 10","Manhattan","05","1809.5","289.7","166.2","24.3",,,,,"1"
"2025 / 10","Manhattan","06","3310.1","791.9","395.1","75.5",,,,,"1"
