"MONTH","BOROUGH","COMMUNITYDISTRICT","REFUSETONSCOLLECTED","PAPERTONSCOLLECTED","MGPTONSCOLLECTED","RESORGANICSTONS","SCHOOLORGANICTONS","LEAVESORGANICTONS","XMASTREETONS","OTHERORGANICSTONS","BOROUGH_ID"
"2022 / 12","Queens","07","8860.9","1122.6","804.0","146.9",,,,,"4"
"2022 / 12","Queens","08","3690.9","489.5","416.5","143.0",,,,,"4"
"2022 / 12","Queens","09","3894.1","494.2","532.2","137.7","122.0",,,,"4"
"2022 / 12","Queens","10","3630.5","407.6","533.1","127.1",,,,,"4"
"2022 / 12","Queens","11","2886.2","515.5","443.1","175.5","67.3",,,,"4"
"2022 / 12","Queens","12","6548.9","556.7","950.7","354.9",,,,,"4"
"2022 / 12","Queens","13","5172.4","523.2","865.9","204.6",,,,,"4"
"2022 / 12","Queens","14","3550.2","346.5","272.3","79.7",,,,,"4"
"2022 / 12","Staten Island","01","5590.2","788.2","704.9",,,"160.2",,,"5"
"2022 / 12","Staten Island","02","5084.1","596.4","528.2",,"28.6","97.1",,"10.0","5"
"2022 / 12","Staten Island","03","5839.0","914.5","718.2",,"25.0","155.2",,,"5"
"2023 / 01","Bronx","01","3216.7","245.0","156.8",,,,"3.4",,"2"
"2023 / 01","Bronx","02","7911.7","214.7","219.2",,,"15.0","4.5",,"2"
"2023 / 01","Bronx","03","2291.6","144.1","162.2",,,,"4.2",,"2"
"2023 / 01","Bronx","04","3930.3","298.5","360.1",,"68.6",,"6.2","0.1","2"
"2023 / 01","Bronx","05","3319.3","243.2","363.4",,"75.4",,"7.6",,"2"
"2023 / 01","Bronx","06","3099.5","203.4","198.9",,"63.4",,"4.6",,"2"
"2023 / 01","Bronx","07","3577.8","302.8","460.0",,"37.8",,"7.8",,"2"
"2023 / 01","Bronx","08","2382.3","315.5","381.8","32.2",,,"7.2",,"2"
"2023 / 01","Bronx","09","3705.9","226.0","363.5",,,,"14.7",,"2"
"2023 / 01","Bronx","10","2478.4","301.5","341.3",,"36.7",,"19.6",,"2"
"2023 / 01","Bronx","11","3073.8","293.5","345.5",,,,"12.9",,"2"
"2023 / 01","Bronx","12","3733.9","353.5","558.8",,,,"13.5",,"2"
"2023 / 01","Brooklyn","01","5834.6","707.0","453.8","22.5",,,"22.6",,"3"
"2023 / 01","Brooklyn","02","2692.9","544.6","399.4","56.1","40.0",,"41.5",,"3"
"2023 / 01","Brooklyn","03","4447.1","491.1","345.0",,,,"15.6","7.7","3"
"2023 / 01","Brooklyn","04","4465.4","344.7","360.6",,,,"7.5",,"3"
"2023 / 01","Brooklyn","05","4682.4","266.8","437.1",,,,"5.3",,"3"
"2023 / 01","Brooklyn","06","2196.4","547.1","410.9","104.8","56.6",,"42.4",,"3"
"2023 / 01","Brooklyn","07","3293.2","436.8","403.0","46.2","69.6",,"16.0",,"3"
"2023 / 01","Brooklyn","08","5886.0","382.0","310.5",,"20.8",,"17.2","7.0","3"
"2023 / 01","Brooklyn","09","2939.4","284.7","232.6",,,,"12.9",,"3"
"2023 / 01","Brooklyn","10","3758.3","503.3","493.0",,"91.2",,"14.3",,"3"
"2023 / 01","Brooklyn","11","8019.8","588.0","549.6",,,,"12.4","7.2","3"
"2023 / 01","Brooklyn","12","6534.8","741.4","344.0",,,,"4.8",,"3"
"2023 / 01","Brooklyn","13","2617.2","294.9","242.5",,,,"3.6",,"3"
"2023 / 01","Brooklyn","14","4673.7","469.1","435.2",,,,"9.1",,"3"
"2023 / 01","Brooklyn","15","4431.2","538.2","512.8",,"68.2",,"4.1",,"3"
"2023 / 01","Brooklyn","16","3043.6","138.6","151.5",,,,"3.4",,"3"
"2023 / 01","Brooklyn","17","4307.5","309.6","436.0",,,,"4.3",,"3"
"2023 / 01","Brooklyn","18","5178.7","550.1","602.0",,,,"8.5",,"3"
"2023 / 01","Manhattan","01","1458.7","352.8","228.8",,,,"25.3",,"1"
"2023 / 01","Manhattan","02","2089.5","434.8","293.4",,"27.3",,"28.3",,"1"
"2023 / 01","Manhattan","03","5833.6","442.7","317.3",,"25.2",,"9.5","25.8","1"
"2023 / 01","Manhattan","04","3200.2","606.9","326.0",,,,"24.3",,"1"
"2023 / 01","Manhattan","05","1541.7","260.4","169.2",,,,"11.7",,"1"
"2023 / 01","Manhattan","06","3196.0","713.8","347.8","7.6",,,"22.5",,"1"
"2023 / 01","Manhattan","07","4543.2","967.8","730.1","48.7","41.8",,"60.3",,"1"
"2023 / 01","Manhattan","08","5466.0","989.6","727.5",,,,"75.1",,"1"
"2023 / 01","Manhattan","09","2202.4","244.9","239.3",,"25.8",,"12.7","1.1","1"
"2023 / 01","Manhattan","10","6094.4","255.4","248.6",,,,"14.4","1.3","1"
"2023 / 01","Manhattan","11","2554.4","203.8","180.4",,"7.3",,"11.2","0.2","1"
"2023 / 01","Manhattan","12","4744.1","417.2","468.3",,"16.3",,"44.8","1.0","1"
"2023 / 01","Queens","01","4398.9","671.1","638.9",,,,"35.1","12.5","4"
"2023 / 01","Queens","02","3861.8","583.3","482.5",,"201.6",,"22.8",,"4"
"2023 / 01","Queens","03","4672.1","352.9","498.3",,,,"22.0",,"4"
"2023 / 01","Queens","04","4129.6","332.3","499.5",,,,"6.6",,"4"
"2023 / 01","Queens","05","4738.7","634.1","690.8",,"139.8",,"30.0",,"4"
"2023 / 01","Queens","06","2701.5","375.9","375.0",,,,"10.2",,"4"
"2023 / 01","Queens","07","8568.9","997.2","778.7",,,,"40.7",,"4"
"2023 / 01","Queens","08","3598.4","430.2","392.9",,,,"10.8",,"4"
"2023 / 01","Queens","09","3803.0","456.9","523.0",,"128.8",,"13.5",,"4"
"2023 / 01","Queens","10","3511.9","358.6","511.3",,,,"17.7",,"4"
"2023 / 01","Queens","11","2760.0","482.4","440.5",,"72.0",,"44.6",,"4"
"2023 / 01","Queens","12","6394.8","485.0","857.7",,,,"13.5",,"4"
"2023 / 01","Queens","13","4857.6","455.9","804.0",,,,"25.0",,"4"
"2023 / 01","Queens","14","3550.9","264.8","226.7",,,,"13.5",,"4"
"2023 / 01","Staten Island","01","5544.2","691.0","681.4",,,,"26.5",,"5"
"2023 / 01","Staten Island","02","4985.4","517.3","517.2",,"24.2",,"18.6","9.9","5"
"2023 / 01","Staten Island","03","5600.4","726.5","660.5",,"26.3",,"27.2",,"5"
"2023 / 02","Bronx","01","2728.1","179.4","126.7",,,,,,"2"
"2023 / 02","Bronx","02","6624.6","181.8","191.7",,,,,,"2"
"2023 / 02","Bronx","03","1917.1","117.0","134.0",,,,,,"2"
"2023 / 02","Bronx","04","3284.7","214.3","286.4",,"62.9",,,"0.3","2"
"2023 / 02","Bronx","05","2811.8","181.8","281.0",,"62.6",,,,"2"
"2023 / 02","Bronx","06","2581.8","160.3","168.0",,"50.3",,,"0.6","2"
"2023 / 02","Bronx","07","3045.1","235.0","380.1",,"30.3",,,,"2"
"2023 / 02","Bronx","08","1980.3","237.8","309.6","27.3",,,,,"2"
"2023 / 02","Bronx","09","3157.8","177.8","298.0",,,,,,"2"
"2023 / 02","Bronx","10","2081.4","223.0","279.1",,"23.0",,,,"2"
"2023 / 02","Bronx","11","2547.3","219.7","282.9",,,,,,"2"
"2023 / 02","Bronx","12","3104.4","254.0","453.9",,,,,,"2"
"2023 / 02","Brooklyn","01","5244.4","581.1","396.3","20.7",,,,,"3"
"2023 / 02","Brooklyn","02","2373.0","441.3","354.7","47.5","33.1",,,,"3"
"2023 / 02","Brooklyn","03","3784.5","413.1","272.8",,,,,"21.5","3"
"2023 / 02","Brooklyn","04","3820.3","275.9","310.4",,,,,,"3"
"2023 / 02","Brooklyn","05","4057.6","188.3","370.3",,,,,,"3"
"2023 / 02","Brooklyn","06","1836.4","417.9","345.4","81.3","44.2",,,,"3"
"2023 / 02","Brooklyn","07","2796.5","332.4","312.4","40.1","53.7",,,,"3"
"2023 / 02","Brooklyn","08","4982.1","269.1","245.4",,"20.7",,,"23.8","3"
"2023 / 02","Brooklyn","09","2596.4","235.0","203.9",,,,,,"3"
"2023 / 02","Brooklyn","10","3135.5","388.4","383.6",,"72.5",,,,"3"
"2023 / 02","Brooklyn","11","6785.1","435.6","446.8",,,,,"6.6","3"
"2023 / 02","Brooklyn","12","5887.0","600.7","300.1",,,,,,"3"
"2023 / 02","Brooklyn","13","2252.6","223.5","192.9",,,,,,"3"
"2023 / 02","Brooklyn","14","4017.2","364.5","353.0",,,,,,"3"
"2023 / 02","Brooklyn","15","3949.4","431.3","410.3",,"76.4",,,,"3"
"2023 / 02","Brooklyn","16","2595.5","116.0","134.5",,,,,,"3"
"2023 / 02","Brooklyn","17","3600.5","237.7","355.4",,,,,,"3"
"2023 / 02","Brooklyn","18","4384.7","428.4","498.4",,,,,,"3"
"2023 / 02","Manhattan","01","1293.9","306.7","214.8",,,,,,"1"
"2023 / 02","Manhattan","02","1888.6","355.2","259.7",,"22.6",,,,"1"
"2023 / 02","Manhattan","03","5110.1","393.0","310.9",,"18.6",,,"23.7","1"
"2023 / 02","Manhattan","04","2899.6","537.4","315.3",,,,,,"1"
"2023 / 02","Manhattan","05","1352.6","221.0","155.7",,,,,,"1"
"2023 / 02","Manhattan","06","2835.8","626.4","337.0","8.0",,,,,"1"
"2023 / 02","Manhattan","07","3955.4","801.7","639.1","50.8","32.5",,,,"1"
"2023 / 02","Manhattan","08","4712.1","855.1","651.9",,,,,,"1"
"2023 / 02","Manhattan","09","1927.6","211.9","219.4",,"22.2",,,"0.1","1"
"2023 / 02","Manhattan","10","5236.8","217.6","228.3",,,,,"0.8","1"
"2023 / 02","Manhattan","11","2233.0","177.1","156.3",,"6.7",,,"5.5","1"
"2023 / 02","Manhattan","12","4092.9","351.5","409.8",,"11.3",,,"0.5","1"
"2023 / 02","Queens","01","3770.6","491.6","508.0",,,,,"11.1","4"
"2023 / 02","Queens","02","3289.1","467.1","398.4",,"155.0",,,,"4"
"2023 / 02","Queens","03","3974.2","289.6","423.3",,,,,,"4"
"2023 / 02","Queens","04","3452.7","261.6","430.7",,,,,,"4"
"2023 / 02","Queens","05","3966.2","483.1","556.2",,"116.4",,,,"4"
"2023 / 02","Queens","06","2284.5","295.0","315.5",,,,,,"4"
"2023 / 02","Queens","07","7292.2","765.2","619.1",,,,,,"4"
"2023 / 02","Queens","08","3068.4","333.0","323.4",,,,,,"4"
"2023 / 02","Queens","09","3243.8","355.8","411.7",,"93.8",,,,"4"
"2023 / 02","Queens","10","2913.5","253.8","400.2",,,,,,"4"
"2023 / 02","Queens","11","2247.7","343.1","343.7",,"55.8",,,,"4"
"2023 / 02","Queens","12","5416.5","366.4","700.3",,,,,,"4"
"2023 / 02","Queens","13","4029.8","350.0","641.5",,,,,,"4"
"2023 / 02","Queens","14","2905.5","202.9","189.2",,,,,,"4"
"2023 / 02","Staten Island","01","4564.9","526.4","529.7",,,,,"0.2","5"
"2023 / 02","Staten Island","02","4262.1","388.8","421.4",,"19.5",,,"12.0","5"
"2023 / 02","Staten Island","03","4639.9","554.0","516.0",,"22.2",,,,"5"
"2023 / 03","Bronx","01","3137.2","234.4","135.3",,"66.2",,,,"2"
"2023 / 03","Bronx","02","7900.2","247.0","227.0",,,,,,"2"
"2023 / 03","Bronx","03","2181.8","161.6","162.9",,"65.1",,,,"2"
"2023 / 03","Bronx","04","3894.1","258.3","319.7",,"83.0",,,,"2"
"2023 / 03","Bronx","05","3295.6","228.7","324.9",,"96.4",,,,"2"
"2023 / 03","Bronx","06","3059.4","203.7","191.0",,"68.8",,,,"2"
"2023 / 03","Bronx","07","3564.1","295.1","444.6",,"52.1",,,,"2"
"2023 / 03","Bronx","08","2301.9","282.4","338.4","40.9",,,,,"2"
"2023 / 03","Bronx","09","3687.2","219.5","354.0",,,,,,"2"
"2023 / 03","Bronx","10","2485.8","279.7","319.0",,"48.5",,,,"2"
"2023 / 03","Bronx","11","2983.4","281.8","326.1",,"56.4",,,,"2"
"2023 / 03","Bronx","12","3722.3","300.1","535.4",,,,,,"2"
"2023 / 03","Brooklyn","01","6528.8","720.5","448.6","23.6",,,,,"3"
"2023 / 03","Brooklyn","02","2676.9","514.0","407.1","55.6","48.9",,,,"3"
"2023 / 03","Brooklyn","03","4537.8","487.4","331.0",,,,,"21.5","3"
"2023 / 03","Brooklyn","04","4502.3","331.0","354.8",,,,,,"3"
"2023 / 03","Brooklyn","05","4829.9","227.0","441.6",,,,,,"3"
"2023 / 03","Brooklyn","06","2090.0","503.3","396.7","101.8","83.9",,,,"3"
"2023 / 03","Brooklyn","07","3189.9","410.8","365.0","50.1","77.6",,,,"3"
"2023 / 03","Brooklyn","08","5813.3","304.3","274.0",,"26.1",,,"36.6","3"
"2023 / 03","Brooklyn","09","2993.5","291.5","250.5",,,,,,"3"
"2023 / 03","Brooklyn","10","3696.8","455.3","447.6",,"109.1",,,,"3"
"2023 / 03","Brooklyn","11","7917.8","519.7","513.4",,,,,"8.8","3"
"2023 / 03","Brooklyn","12","7885.1","795.4","392.7",,,,,,"3"
"2023 / 03","Brooklyn","13","2689.5","276.6","229.5",,,,,,"3"
"2023 / 03","Brooklyn","14","4899.3","441.1","417.8",,,,,,"3"
"2023 / 03","Brooklyn","15","4747.7","532.9","495.0",,"111.9",,,,"3"
"2023 / 03","Brooklyn","16","3164.5","157.3","167.2",,,,,,"3"
"2023 / 03","Brooklyn","17","4220.0","288.9","411.6",,,,,,"3"
"2023 / 03","Brooklyn","18","5258.3","515.1","598.2",,,,,,"3"
"2023 / 03","Manhattan","01","1451.2","363.6","252.7",,,,,,"1"
"2023 / 03","Manhattan","02","2072.1","408.3","283.9",,"35.4",,,,"1"
"2023 / 03","Manhattan","03","5799.2","465.8","367.7",,"25.6",,,"23.8","1"
"2023 / 03","Manhattan","04","3231.7","641.8","369.7",,,,,,"1"
"2023 / 03","Manhattan","05","1546.1","261.9","176.7",,,,,,"1"
"2023 / 03","Manhattan","06","3200.5","753.7","411.6","9.6",,,,,"1"
"2023 / 03","Manhattan","07","4455.8","946.7","709.7","60.7","39.1",,,,"1"
"2023 / 03","Manhattan","08","5249.5","1004.9","736.3",,,,,,"1"
"2023 / 03","Manhattan","09","2189.6","259.4","255.5",,"35.1",,,,"1"
"2023 / 03","Manhattan","10","6049.6","271.8","268.0",,,,,,"1"
"2023 / 03","Manhattan","11","2575.5","218.9","182.4",,"12.9",,,"4.3","1"
"2023 / 03","Manhattan","12","4744.8","438.8","490.8",,"26.8",,,,"1"
"2023 / 03","Queens","01","4377.3","581.8","576.4","14.3",,,,"13.5","4"
"2023 / 03","Queens","02","3827.7","543.3","433.9","4.2","236.5",,,,"4"
"2023 / 03","Queens","03","4657.0","338.4","497.3","4.9",,,,,"4"
"2023 / 03","Queens","04","4018.2","304.2","474.0","5.0",,,,,"4"
"2023 / 03","Queens","05","4547.0","577.4","651.8","15.7","168.0",,,,"4"
"2023 / 03","Queens","06","2693.0","370.1","369.5","7.6",,,,,"4"
"2023 / 03","Queens","07","8560.9","911.8","721.4","23.4",,,,,"4"
"2023 / 03","Queens","08","3750.1","422.1","393.5","14.4",,,,,"4"
"2023 / 03","Queens","09","3790.5","411.3","488.7","16.3","140.2",,,,"4"
"2023 / 03","Queens","10","3480.1","304.2","469.2","6.7",,,,,"4"
"2023 / 03","Queens","11","2670.1","409.8","408.2","25.3","84.9",,,,"4"
"2023 / 03","Queens","12","6329.5","444.1","830.1","19.7",,,,,"4"
"2023 / 03","Queens","13","4876.3","426.1","764.4","21.1",,,,,"4"
"2023 / 03","Queens","14","3602.8","277.8","239.0","7.8",,,,,"4"
"2023 / 03","Staten Island","01","5446.9","618.8","621.9",,,,,,"5"
"2023 / 03","Staten Island","02","4926.4","479.9","484.4",,"28.1",,,"10.1","5"
"2023 / 03","Staten Island","03","5447.7","666.9","618.4",,"36.3",,,,"5"
"2023 / 04","Bronx","01","2804.4","205.6","130.2",,"54.9",,,,"2"
"2023 / 04","Bronx","02","7258.9","171.7","192.8",,,,,,"2"
"2023 / 04","Bronx","03","1957.1","129.0","146.2",,"37.6",,,,"2"
"2023 / 04","Bronx","04","3573.5","229.5","303.2",,"48.9",,,"1.1","2"
"2023 / 04","Bronx","05","3112.1","201.3","312.2",,"53.9",,,,"2"
"2023 / 04","Bronx","06","2797.0","163.2","171.2",,"38.5",,,"2.2","2"
"2023 / 04","Bronx","07","3318.3","248.9","405.1",,"27.8",,,,"2"
"2023 / 04","Bronx","08","2169.3","260.5","319.6","39.9",,,,,"2"
"2023 / 04","Bronx","09","3600.8","201.7","344.9",,,,,,"2"
"2023 / 04","Bronx","10","2571.8","259.6","321.7",,"31.0",,,,"2"
"2023 / 04","Bronx","11","2895.6","258.8","308.8",,"44.9",,,,"2"
"2023 / 04","Bronx","12","3610.5","272.5","500.5",,,,,,"2"
"2023 / 04","Brooklyn","01","6160.6","702.8","396.8","23.9",,,,,"3"
"2023 / 04","Brooklyn","02","2534.4","468.5","375.3","61.6","29.8",,,,"3"
"2023 / 04","Brooklyn","03","4265.4","399.4","292.2",,,,,"18.9","3"
"2023 / 04","Brooklyn","04","4189.1","296.1","339.1",,,,,,"3"
"2023 / 04","Brooklyn","05","4620.8","191.9","394.1",,,,,,"3"
"2023 / 04","Brooklyn","06","2000.7","443.9","358.5","114.5","38.1",,,,"3"
"2023 / 04","Brooklyn","07","3111.6","346.8","333.3","55.8","40.2",,,,"3"
"2023 / 04","Brooklyn","08","5491.4","263.0","245.4",,"15.6",,,"40.2","3"
"2023 / 04","Brooklyn","09","2777.4","254.0","220.1",,,,,,"3"
"2023 / 04","Brooklyn","10","3523.3","397.5","403.9",,"59.9",,,,"3"
"2023 / 04","Brooklyn","11","7593.2","480.1","489.5",,,,,"10.0","3"
"2023 / 04","Brooklyn","12","7691.8","753.9","402.1",,,,,,"3"
"2023 / 04","Brooklyn","13","2485.0","233.2","202.8",,,,,,"3"
"2023 / 04","Brooklyn","14","4662.3","422.5","415.1",,,,,,"3"
"2023 / 04","Brooklyn","15","4570.3","473.2","478.8",,"68.4",,,,"3"
"2023 / 04","Brooklyn","16","2869.8","120.2","151.6",,,,,,"3"
"2023 / 04","Brooklyn","17","4106.0","262.0","375.7",,,,,,"3"
"2023 / 04","Brooklyn","18","5249.9","482.8","574.7",,,,,,"3"
"2023 / 04","Manhattan","01","1367.9","331.7","240.4",,,,,,"1"
"2023 / 04","Manhattan","02","2044.1","369.6","270.7",,"17.2",,,,"1"
"2023 / 04","Manhattan","03","5324.9","418.0","324.3",,"19.7",,,"29.6","1"
"2023 / 04","Manhattan","04","3047.2","570.6","335.6",,,,,,"1"
"2023 / 04","Manhattan","05","1529.6","222.7","151.4",,,,,,"1"
"2023 / 04","Manhattan","06","3039.7","659.9","355.5","9.0",,,,,"1"
"2023 / 04","Manhattan","07","4222.0","877.0","671.2","59.5","25.1",,,,"1"
"2023 / 04","Manhattan","08","5080.4","946.6","697.6",,,,,,"1"
"2023 / 04","Manhattan","09","2030.8","229.5","237.6",,"27.2",,,,"1"
"2023 / 04","Manhattan","10","5688.1","235.7","227.9",,,,,,"1"
"2023 / 04","Manhattan","11","2380.1","196.5","167.5",,"12.3",,,"6.9","1"
"2023 / 04","Manhattan","12","4319.8","370.8","427.5",,"14.5",,,,"1"
"2023 / 04","Queens","01","4041.4","519.5","539.0","76.5",,,,"10.7","4"
"2023 / 04","Queens","02","3553.2","479.8","409.6","33.4","143.2",,,,"4"
"2023 / 04","Queens","03","4608.5","300.0","454.6","29.1",,,,,"4"
"2023 / 04","Queens","04","3884.9","268.2","431.0","20.3",,,,,"4"
"2023 / 04","Queens","05","4482.9","522.6","628.4","95.5","98.2",,,,"4"
"2023 / 04","Queens","06","2566.7","317.1","343.8","50.0",,,,,"4"
"2023 / 04","Queens","07","8235.0","844.6","692.3","117.2",,,,,"4"
"2023 / 04","Queens","08","3577.0","374.1","375.4","78.5",,,,,"4"
"2023 / 04","Queens","09","3752.3","394.4","474.1","106.0","88.0",,,,"4"
"2023 / 04","Queens","10","3611.8","296.6","471.7","54.9",,,,,"4"
"2023 / 04","Queens","11","2690.1","374.6","392.3","136.3","47.3",,,,"4"
"2023 / 04","Queens","12","6441.4","421.6","798.5","207.9",,,,,"4"
"2023 / 04","Queens","13","5022.7","394.4","760.2","151.4",,,,,"4"
"2023 / 04","Queens","14","3336.3","250.9","238.1","65.5",,,,,"4"
"2023 / 04","Staten Island","01","5427.7","566.3","617.6",,,,,"0.4","5"
"2023 / 04","Staten Island","02","4995.6","431.8","481.3",,"18.0",,,"8.5","5"
"2023 / 04","Staten Island","03","5741.6","606.8","616.4",,"18.9",,,,"5"
"2023 / 05","Bronx","01","3294.8","253.3","151.6",,"91.7",,,,"2"
"2023 / 05","Bronx","02","8273.8","200.1","197.7",,,,,,"2"
"2023 / 05","Bronx","03","2251.7","163.7","185.4",,"68.1",,,,"2"
"2023 / 05","Bronx","04","4043.2","269.2","334.5",,"84.6",,,,"2"
"2023 / 05","Bronx","05","3447.9","222.8","337.2",,"93.3",,,,"2"
"2023 / 05","Bronx","06","3312.7","213.1","232.6",,"67.9",,,,"2"
"2023 / 05","Bronx","07","3749.2","291.0","448.0",,"47.9",,,,"2"
"2023 / 05","Bronx","08","2509.8","293.9","356.9","43.7",,,,,"2"
"2023 / 05","Bronx","09","4096.7","210.9","354.1",,,,,,"2"
"2023 / 05","Bronx","10","2937.2","271.5","341.6",,"58.8",,,,"2"
"2023 / 05","Bronx","11","3259.0","283.1","333.0",,"80.9",,,,"2"
"2023 / 05","Bronx","12","4331.9","300.5","574.8",,,,,,"2"
"2023 / 05","Brooklyn","01","6066.1","647.7","421.2","28.1",,,,,"3"
"2023 / 05","Brooklyn","02","2866.9","519.3","414.8","64.8","49.4",,,,"3"
"2023 / 05","Brooklyn","03","4745.7","464.3","352.0",,,,,"26.7","3"
"2023 / 05","Brooklyn","04","4876.1","325.6","359.4",,,,,,"3"
"2023 / 05","Brooklyn","05","5315.7","235.8","461.4",,,,,,"3"
"2023 / 05","Brooklyn","06","2271.4","490.2","390.0","123.4","67.8",,,,"3"
"2023 / 05","Brooklyn","07","3475.1","390.4","371.7","61.2","69.9",,,,"3"
"2023 / 05","Brooklyn","08","5886.5","325.1","293.2",,"24.4",,,"45.9","3"
"2023 / 05","Brooklyn","09","3142.2","266.3","222.5",,,,,,"3"
"2023 / 05","Brooklyn","10","4011.7","463.6","453.2",,"96.3",,,,"3"
"2023 / 05","Brooklyn","11","8398.1","502.1","509.7",,,,,"7.3","3"
"2023 / 05","Brooklyn","12","7040.1","658.0","336.6",,,,,,"3"
"2023 / 05","Brooklyn","13","2826.6","278.4","230.7",,,,,,"3"
"2023 / 05","Brooklyn","14","5047.1","434.6","415.3",,,,,,"3"
"2023 / 05","Brooklyn","15","4897.8","505.7","494.5",,"117.9",,,,"3"
"2023 / 05","Brooklyn","16","3411.7","135.2","158.0",,,,,,"3"
"2023 / 05","Brooklyn","17","4774.6","283.7","417.0",,,,,,"3"
"2023 / 05","Brooklyn","18","6112.0","522.1","614.5",,,,,,"3"
"2023 / 05","Manhattan","01","1569.4","323.7","234.1",,,,,,"1"
"2023 / 05","Manhattan","02","2358.5","434.2","309.3",,"27.6",,,,"1"
"2023 / 05","Manhattan","03","6321.3","439.2","351.5",,"35.6",,,"24.1","1"
"2023 / 05","Manhattan","04","3659.9","600.5","332.7",,,,,,"1"
"2023 / 05","Manhattan","05","1765.7","265.3","180.8",,,,,,"1"
"2023 / 05","Manhattan","06","3444.9","684.4","360.4","11.7",,,,,"1"
"2023 / 05","Manhattan","07","4832.3","924.7","693.6","64.7","40.6",,,,"1"
"2023 / 05","Manhattan","08","5529.9","992.3","724.5",,,,,,"1"
"2023 / 05","Manhattan","09","2313.7","234.6","243.5",,"55.9",,,,"1"
"2023 / 05","Manhattan","10","6173.6","266.9","275.5",,,,,,"1"
"2023 / 05","Manhattan","11","2675.4","218.9","189.3",,"34.9",,,"1.6","1"
"2023 / 05","Manhattan","12","4986.9","413.7","470.5",,"32.3",,,,"1"
"2023 / 05","Queens","01","4614.8","607.0","612.8","93.7",,,,"10.3","4"
"2023 / 05","Queens","02","4080.7","561.1","452.9","36.3","243.7",,,,"4"
"2023 / 05","Queens","03","5237.8","334.4","492.2","34.9",,,,,"4"
"2023 / 05","Queens","04","4377.0","310.9","466.6","23.3",,,,,"4"
"2023 / 05","Queens","05","5033.9","609.7","698.3","105.2","153.1",,,,"4"
"2023 / 05","Queens","06","2802.3","346.5","364.4","54.0",,,,,"4"
"2023 / 05","Queens","07","9501.5","938.0","754.9","139.3",,,,,"4"
"2023 / 05","Queens","08","4035.4","415.7","399.9","75.4",,,,,"4"
"2023 / 05","Queens","09","4272.7","446.3","532.8","143.0","144.5",,,,"4"
"2023 / 05","Queens","10","4160.8","342.1","551.0","71.1",,,,,"4"
"2023 / 05","Queens","11","3144.1","427.1","448.8","138.2","86.7",,,,"4"
"2023 / 05","Queens","12","7437.5","467.9","903.9","285.4",,,,,"4"
"2023 / 05","Queens","13","6011.2","462.9","853.7","185.1",,,,,"4"
"2023 / 05","Queens","14","3894.8","268.7","251.7","75.3",,,,,"4"
"2023 / 05","Staten Island","01","6283.7","643.6","678.0",,,,,,"5"
"2023 / 05","Staten Island","02","5746.5","495.1","551.0",,"28.8",,,"9.1","5"
"2023 / 05","Staten Island","03","6642.2","678.2","707.2",,"29.9",,,,"5"
"2023 / 06","Bronx","01","3307.2","283.5","150.2",,"66.8",,,,"2"
"2023 / 06","Bronx","02","7872.4","212.1","225.9",,,,,,"2"
"2023 / 06","Bronx","03","2161.7","155.9","151.5",,"51.6",,,,"2"
"2023 / 06","Bronx","04","3906.5","287.2","322.4",,"57.3",,,"0.1","2"
"2023 / 06","Bronx","05","3360.5","241.1","330.5",,"67.6",,,,"2"
"2023 / 06","Bronx","06","3181.3","200.7","182.1",,"46.7",,,"0.2","2"
"2023 / 06","Bronx","07","3596.0","302.4","442.3",,"29.6",,,,"2"
"2023 / 06","Bronx","08","2420.8","287.1","338.8","47.1",,,,,"2"
"2023 / 06","Bronx","09","3880.2","224.4","376.1",,,,,,"2"
"2023 / 06","Bronx","10","2785.3","307.0","348.0",,"50.5",,,,"2"
"2023 / 06","Bronx","11","3357.7","310.6","341.3",,"51.9",,,,"2"
"2023 / 06","Bronx","12","4150.1","304.1","576.3",,,,,,"2"
"2023 / 06","Brooklyn","01","5716.5","661.7","448.7","24.7",,,,,"3"
"2023 / 06","Brooklyn","02","2777.6","517.9","400.2","63.3","29.9",,,,"3"
"2023 / 06","Brooklyn","03","4421.6","439.1","354.0",,,,,"26.3","3"
"2023 / 06","Brooklyn","04","4695.1","331.6","364.3",,,,,,"3"
"2023 / 06","Brooklyn","05","5153.9","240.0","445.2",,,,,,"3"
"2023 / 06","Brooklyn","06","2270.1","527.6","400.2","114.7","55.8",,,,"3"
"2023 / 06","Brooklyn","07","3450.8","398.2","374.8","65.0","50.7",,,,"3"
"2023 / 06","Brooklyn","08","5694.2","309.9","275.6",,"17.4",,,"43.4","3"
"2023 / 06","Brooklyn","09","3017.1","284.3","239.4",,,,,,"3"
"2023 / 06","Brooklyn","10","4094.7","459.4","438.5",,"62.4",,,,"3"
"2023 / 06","Brooklyn","11","8183.1","520.9","522.2",,,,,"7.5","3"
"2023 / 06","Brooklyn","12","6737.9","602.4","341.5",,,,,,"3"
"2023 / 06","Brooklyn","13","2769.3","277.9","227.6",,,,,,"3"
"2023 / 06","Brooklyn","14","4844.2","404.5","382.7",,,,,,"3"
"2023 / 06","Brooklyn","15","4719.3","531.3","490.6",,"96.4",,,,"3"
"2023 / 06","Brooklyn","16","3329.2","165.2","157.9",,,,,,"3"
"2023 / 06","Brooklyn","17","4656.5","297.5","428.0",,,,,,"3"
"2023 / 06","Brooklyn","18","6009.0","537.6","640.8",,,,,,"3"
